timestamp,Ax,Ay,Az,Dx,Dy,flex,B1,B2
202362,0.9,5.9,7.8,0,0,946,1,1
202382,1.0,5.9,7.8,0,0,946,1,1
202402,0.9,5.9,7.8,0,0,946,1,1
202422,0.9,5.9,7.8,0,0,946,1,1
202442,0.9,5.9,7.8,0,0,943,1,1
202462,0.9,5.9,7.8,0,0,944,1,1
202482,0.9,5.9,7.8,0,0,945,1,1
202502,0.9,5.9,7.8,0,0,945,1,1
202522,0.9,5.9,7.8,0,0,947,1,1
202542,0.9,6.0,7.8,0,0,946,1,1
202562,0.9,5.9,7.8,0,0,944,1,1
202582,0.9,5.9,7.8,0,0,946,1,1
202602,0.9,5.9,7.8,0,0,945,1,1
202622,0.9,5.9,7.8,0,0,948,1,1
202642,0.9,5.9,7.8,0,0,946,1,1
202662,0.9,5.9,7.8,0,0,947,1,1
202682,0.9,5.9,7.8,0,0,945,1,1
202702,0.9,5.9,7.9,0,0,943,1,1
202722,0.9,5.9,7.8,0,0,944,1,1
202742,0.9,5.9,7.8,0,0,945,1,1
202762,0.9,5.9,7.8,0,0,948,1,1
202782,0.9,5.9,7.8,0,0,946,1,1
202802,0.9,5.9,7.8,0,0,945,1,1
202822,0.9,5.9,7.8,0,0,946,1,1
202842,0.9,6.0,7.8,0,0,945,1,1
202862,0.9,5.9,7.8,0,0,946,1,1
202882,0.9,5.9,7.8,0,0,944,1,1
202902,0.9,5.9,7.8,0,0,946,1,1
202922,0.9,5.9,7.8,0,0,944,1,1
202942,0.9,5.9,7.8,0,0,945,1,1
202962,0.9,5.9,7.8,0,0,945,1,1
202982,0.9,5.9,7.8,0,0,945,1,1
203002,0.9,5.9,7.8,0,0,943,1,1
203022,0.9,5.9,7.8,0,0,943,1,1
203042,0.9,5.9,7.8,0,0,947,1,1
203062,0.9,5.9,7.9,0,0,944,1,1
203082,0.9,5.9,7.8,0,0,945,1,1
203102,0.9,5.9,7.8,0,0,945,1,1
203122,0.9,5.9,7.8,0,0,943,1,1
203142,0.9,5.9,7.8,0,0,946,1,1
203162,0.9,6.0,7.8,0,0,945,1,1
203182,0.9,5.9,7.8,0,0,944,1,1
203202,0.9,5.9,7.8,0,0,946,1,1
203222,0.9,6.0,7.6,0,0,944,1,1
203242,0.9,6.0,7.6,0,0,943,1,1
203262,0.9,6.0,7.6,0,0,942,1,1
203282,0.9,6.0,7.4,0,0,947,1,1
203302,0.8,6.0,7.3,0,0,947,1,1
203322,0.7,5.9,7.4,0,0,945,1,1
203342,0.8,6.0,6.9,0,0,946,1,1
203362,0.8,6.2,7.3,0,0,946,1,1
203382,1.1,11.0,10.8,0,0,945,1,1
203402,0.9,6.9,8.5,0,0,945,1,1
203422,0.4,6.2,7.9,0,0,947,1,1
203442,0.9,6.4,8.1,0,0,945,1,1
203462,0.6,6.2,6.9,0,0,945,1,1
203482,0.6,6.7,7.9,0,0,943,1,1
203502,0.6,6.5,7.5,0,0,945,1,1
203522,0.7,6.5,6.2,0,0,944,1,1
203542,0.7,6.5,7.5,0,0,947,1,1
203562,0.7,6.6,7.3,0,0,945,1,1
203582,0.7,6.4,7.2,0,0,944,1,1
203602,0.7,6.6,7.5,0,0,943,1,1
203622,0.6,6.5,7.3,0,0,944,1,1
203642,0.6,6.5,7.4,0,0,945,1,1
203662,0.6,6.5,7.4,0,0,946,1,1
203682,0.7,6.5,7.4,0,0,945,1,1
203702,0.7,6.5,7.4,0,0,946,1,1
203722,0.7,6.5,8.6,0,0,943,1,1
203742,0.7,6.5,7.4,0,0,941,1,1
203762,0.7,6.5,7.4,0,0,945,1,1
203782,0.6,6.5,7.4,0,0,945,1,1
203802,0.6,6.5,7.4,0,0,946,1,1
203822,0.7,6.5,7.4,0,0,946,1,1
203842,0.7,6.5,7.4,0,0,946,1,1
203862,0.7,6.5,7.4,0,0,944,1,1
203882,0.7,6.5,7.4,0,0,944,1,1
203902,0.7,6.5,7.4,0,0,946,1,1
203922,0.7,6.5,7.4,0,0,943,1,1
203942,0.7,6.5,7.4,0,0,946,1,1
203962,0.6,6.5,7.4,0,0,945,1,1
203982,0.6,6.5,7.4,0,0,943,1,1
204002,0.6,6.5,7.4,0,0,944,1,1
204022,0.6,6.5,7.4,0,0,945,1,1
204042,0.7,6.5,7.4,0,0,944,1,1
204062,0.7,6.5,7.4,0,0,947,1,1
204082,0.7,6.5,7.4,0,0,944,1,1
204102,0.7,6.5,7.4,0,0,946,1,1
204122,0.6,6.5,7.4,0,0,944,1,1
204142,0.6,6.5,7.4,0,0,945,1,1
204162,0.6,6.5,8.6,0,0,945,1,1
204182,0.7,6.5,7.4,0,0,945,1,1
204202,0.7,6.5,7.3,0,0,948,1,1
204222,0.7,6.5,7.4,0,0,945,1,1
204242,0.7,6.5,7.3,0,0,943,1,1
204262,0.7,6.5,7.4,0,0,945,1,1
204282,0.7,6.5,7.3,0,0,944,1,1
204302,0.6,6.5,7.3,0,0,945,1,1
204322,0.7,6.5,7.4,0,0,947,1,1
204342,0.7,6.5,7.4,0,0,946,1,1
204362,0.7,6.5,7.4,0,0,945,1,1
204382,0.7,6.5,7.4,0,0,944,1,1
204402,0.7,6.5,7.4,0,0,946,1,1
204422,0.7,6.5,7.4,0,0,943,1,1
204442,0.7,6.5,7.4,0,0,944,1,1
204462,0.7,6.5,7.4,0,0,947,1,1
204482,0.7,6.5,7.4,0,0,945,1,1
204502,0.7,6.5,7.4,0,0,945,1,1
204522,0.7,6.5,7.4,0,0,944,1,1
204542,0.7,6.5,8.6,0,0,945,1,1
204562,0.7,6.5,7.4,0,0,945,1,1
204582,0.7,6.5,7.4,0,0,946,1,1
204602,0.7,6.5,7.4,0,0,948,1,1
204622,0.7,6.5,7.4,0,0,946,1,1
204642,0.7,6.5,7.4,0,0,947,1,1
204662,0.7,6.5,7.4,0,0,944,1,1
204682,0.7,6.5,7.4,0,0,950,1,1
204702,0.7,6.5,7.3,0,0,947,1,1
204722,0.7,6.5,7.4,0,0,945,1,1
204742,0.7,6.5,7.4,0,0,943,1,1
204762,0.7,6.5,7.4,0,0,948,1,1
204782,0.7,6.5,7.4,0,0,945,1,1
204802,0.7,6.5,7.4,0,0,944,1,1
204822,0.7,6.5,7.4,0,0,945,1,1
204842,0.6,6.5,7.4,0,0,947,1,1
204862,0.7,6.5,7.4,0,0,945,1,1
204882,0.7,6.5,7.4,0,0,948,1,1
