timestamp,Ax,Ay,Az,Dx,Dy,flex,B1,B2
61834,6.5,-5.8,5.3,0,0,947,1,1
61854,6.3,-5.7,5.1,0,0,946,1,1
61874,6.3,-5.7,5.1,0,0,946,1,1
61894,6.1,-5.5,5.0,0,0,945,1,1
61914,6.1,-5.6,5.3,0,0,947,1,1
61934,6.3,-5.6,5.5,0,0,946,1,1
61954,6.3,-5.6,5.4,0,0,944,1,1
61974,6.3,-5.6,5.3,0,0,947,1,1
61994,6.3,-5.7,5.2,0,0,947,1,1
62014,6.4,-5.8,5.0,0,0,945,1,1
62034,6.4,-6.0,5.3,0,0,946,1,1
62054,7.4,-7.4,6.3,0,0,946,1,1
62074,7.2,-9.9,10.5,0,0,945,1,1
62094,3.2,-11.1,18.6,0,0,945,1,1
62114,2.4,-8.9,13.4,0,0,947,1,1
62134,2.6,-5.9,6.7,0,0,945,1,1
62154,5.8,-1.3,-3.2,0,0,946,1,1
62174,12.6,5.6,-16.8,0,0,945,1,1
62194,9.8,9.5,-27.1,0,0,944,1,1
62214,5.8,4.1,-12.0,0,0,945,1,1
62234,3.3,-6.2,4.6,0,0,942,1,1
62254,-4.0,-13.5,18.9,0,0,945,1,1
62274,0.3,-14.0,30.1,0,0,948,1,1
62294,7.2,-11.3,11.9,0,0,944,1,1
62314,4.4,-7.5,2.8,0,0,946,1,1
62334,1.6,-3.6,5.0,0,0,948,1,1
62354,5.2,-1.2,7.4,0,0,946,1,1
62374,8.7,-4.8,5.2,0,0,947,1,1
62394,12.9,-6.4,2.1,0,0,948,1,1
62414,10.0,-4.1,-2.2,0,0,945,1,1
62434,5.7,0.7,-3.1,0,0,947,1,1
62454,3.3,-0.1,0.4,0,0,945,1,1
62474,6.0,-4.9,4.8,0,0,947,1,1
62494,7.4,-8.4,7.2,0,0,946,1,1
62514,6.6,-10.4,11.1,0,0,945,1,1
62534,5.5,-9.2,11.4,0,0,939,1,1
62554,6.1,-6.9,7.3,0,0,945,1,1
62574,5.7,-5.1,5.0,0,0,947,1,1
62594,6.3,-4.6,4.3,0,0,945,1,1
62614,7.2,-4.7,4.5,0,0,946,1,1
62634,7.5,-4.7,4.1,0,0,944,1,1
62654,7.2,-4.6,4.1,0,0,946,1,1
62674,6.9,-5.1,4.0,0,0,946,1,1
62694,6.6,-5.5,4.6,0,0,945,1,1
62714,5.8,-5.0,5.2,0,0,946,1,1
62734,5.7,-4.7,5.4,0,0,943,1,1
62754,6.3,-5.1,5.7,0,0,945,1,1
62774,6.7,-5.2,5.5,0,0,945,1,1
62794,7.1,-5.9,5.5,0,0,944,1,1
62814,6.8,-5.7,5.3,0,0,945,1,1
62834,6.7,-5.7,5.0,0,0,944,1,1
62854,6.4,-5.6,4.9,0,0,944,1,1
62874,6.1,-5.5,5.2,0,0,949,1,1
62894,6.1,-5.6,5.7,0,0,949,1,1
62914,6.1,-5.6,5.9,0,0,949,1,1
62934,6.1,-5.5,5.9,0,0,946,1,1
62954,6.3,-5.7,5.9,0,0,945,1,1
62974,6.3,-5.5,5.8,0,0,948,1,1
62994,6.3,-5.4,5.4,0,0,944,1,1
63014,6.3,-5.5,5.3,0,0,946,1,1
63034,6.3,-5.5,5.2,0,0,948,1,1
63054,6.3,-5.6,5.4,0,0,945,1,1
63074,6.3,-5.4,5.3,0,0,946,1,1
63094,6.2,-5.2,5.4,0,0,946,1,1
63114,6.2,-5.1,5.4,0,0,945,1,1
63134,6.4,-5.3,5.3,0,0,946,1,1
63154,6.6,-5.5,5.4,0,0,946,1,1
63174,6.5,-5.5,5.3,0,0,945,1,1
63194,6.3,-5.4,5.1,0,0,946,1,1
63214,6.3,-5.5,5.2,0,0,946,1,1
63234,6.3,-5.5,5.3,0,0,945,1,1
63254,6.3,-5.4,5.4,0,0,945,1,1
63274,6.3,-5.3,5.4,0,0,946,1,1
63294,6.4,-5.5,5.5,0,0,943,1,1
63314,6.4,-5.5,5.4,0,0,946,1,1
63334,6.4,-5.5,5.4,0,0,943,1,1
63354,6.3,-5.5,5.3,0,0,943,1,1
63374,6.3,-5.5,5.2,0,0,945,1,1
63394,6.3,-5.5,5.2,0,0,947,1,1
63414,6.3,-5.5,5.4,0,0,947,1,1
63434,6.3,-5.4,5.5,0,0,949,1,1
63454,6.4,-5.4,5.2,0,0,948,1,1
63474,6.4,-5.5,5.4,0,0,947,1,1
63494,6.4,-5.6,5.6,0,0,946,1,1
63514,6.3,-5.6,5.4,0,0,947,1,1
63534,6.3,-5.5,5.3,0,0,945,1,1
63554,6.2,-5.5,5.3,0,0,947,1,1
63574,6.2,-5.5,5.3,0,0,947,1,1
63594,6.3,-5.6,5.4,0,0,946,1,1
63614,6.3,-5.5,5.5,0,0,947,1,1
63634,6.3,-5.4,5.3,0,0,946,1,1
63654,6.2,-5.3,5.3,0,0,946,1,1
63674,6.3,-5.5,5.3,0,0,946,1,1
63694,6.5,-5.8,5.4,0,0,946,1,1
63714,6.3,-5.5,5.3,0,0,945,1,1
63734,6.2,-5.6,5.4,0,0,950,1,1
63754,6.4,-5.8,5.4,0,0,948,1,1
63774,6.6,-6.7,7.2,0,0,946,1,1
63794,6.5,-8.0,9.3,0,0,945,1,1
63814,5.1,-9.5,13.8,0,0,943,1,1
63834,4.4,-11.2,14.8,0,0,943,1,1
63854,5.7,-8.3,9.5,0,0,945,1,1
63874,5.2,-6.0,5.7,0,0,945,1,1
63894,4.2,-2.0,-1.0,0,0,944,1,1
63914,6.1,11.3,-20.4,0,0,947,1,1
63934,3.7,17.7,-32.0,0,0,948,1,1
63954,4.8,8.9,-17.5,0,0,947,1,1
63974,2.4,-12.3,7.8,0,0,947,1,1
63994,-2.3,-24.0,34.8,0,0,947,1,1
64014,-0.4,-26.9,40.5,0,0,945,1,1
64034,0.9,-12.3,18.5,0,0,936,1,1
64054,-1.2,-4.5,6.4,0,0,946,1,1
64074,1.0,0.2,0.1,0,0,947,1,1
64094,5.9,1.7,-4.1,0,0,945,1,1
64114,9.6,-1.5,-3.5,0,0,946,1,1
64134,12.0,-4.6,0.5,0,0,946,1,1
64154,9.9,-3.8,3.5,0,0,945,1,1
64174,8.6,-4.1,3.1,0,0,948,1,1
64194,7.4,-4.7,3.1,0,0,946,1,1
64214,6.4,-4.8,5.3,0,0,946,1,1
64234,5.6,-4.5,5.8,0,0,945,1,1
64254,5.4,-5.1,6.0,0,0,944,1,1
64274,5.9,-6.2,6.8,0,0,946,1,1
64294,6.2,-6.0,6.5,0,0,945,1,1
64314,6.8,-6.2,5.8,0,0,944,1,1
64334,7.2,-6.0,5.5,0,0,945,1,1
64354,7.5,-5.3,5.5,0,0,943,1,1
64374,7.4,-4.9,4.9,0,0,944,1,1
64394,7.8,-4.9,3.7,0,0,946,1,1
64414,7.5,-5.1,3.3,0,0,947,1,1
64434,7.1,-4.6,3.4,0,0,946,1,1
64454,7.2,-5.2,3.7,0,0,945,1,1
64474,6.9,-4.8,4.1,0,0,946,1,1
64494,6.5,-4.5,5.2,0,0,948,1,1
64514,6.6,-4.9,5.5,0,0,948,1,1
64534,6.8,-5.4,5.4,0,0,946,1,1
64554,6.9,-5.4,5.3,0,0,946,1,1
64574,6.9,-5.5,5.2,0,0,946,1,1
64594,6.8,-5.4,4.9,0,0,946,1,1
64614,6.5,-5.2,4.7,0,0,945,1,1
64634,6.5,-5.4,4.9,0,0,946,1,1
64654,6.8,-5.6,5.2,0,0,946,1,1
64674,7.0,-5.7,5.4,0,0,947,1,1
64694,7.1,-5.6,5.6,0,0,945,1,1
64714,7.1,-5.4,5.3,0,0,947,1,1
64734,6.8,-5.3,4.9,0,0,947,1,1
64754,6.5,-5.2,4.7,0,0,947,1,1
64774,6.5,-5.2,4.8,0,0,946,1,1
64794,6.4,-5.2,4.9,0,0,946,1,1
64814,6.4,-5.2,5.1,0,0,946,1,1
64834,6.6,-5.1,5.3,0,0,945,1,1
64854,6.7,-5.2,5.3,0,0,945,1,1
64874,6.7,-5.2,5.3,0,0,942,1,1
64894,6.8,-5.3,5.2,0,0,945,1,1
64914,6.9,-5.6,5.0,0,0,946,1,1
64934,6.7,-5.6,4.9,0,0,925,1,1
64954,6.6,-5.5,5.0,0,0,944,1,1
64974,6.6,-5.4,5.0,0,0,946,1,1
64994,6.4,-5.1,5.0,0,0,947,1,1
65014,6.7,-5.3,5.2,0,0,946,1,1
65034,6.7,-5.4,5.2,0,0,945,1,1
65054,6.8,-5.3,5.2,0,0,947,1,1
65074,6.9,-5.7,5.2,0,0,947,1,1
65094,6.6,-5.4,5.0,0,0,945,1,1
65114,6.5,-5.3,5.0,0,0,945,1,1
65134,6.6,-5.5,5.0,0,0,946,1,1
65154,6.6,-5.5,5.1,0,0,943,1,1
65174,6.7,-5.4,5.1,0,0,947,1,1
65194,6.6,-5.2,5.1,0,0,947,1,1
65214,6.7,-5.3,5.0,0,0,946,1,1
65234,6.8,-5.4,5.0,0,0,943,1,1
65254,6.9,-5.6,5.0,0,0,943,1,1
65274,6.7,-5.3,4.9,0,0,946,1,1
65294,6.7,-5.5,4.9,0,0,945,1,1
65314,6.5,-5.2,4.9,0,0,945,1,1
65334,6.5,-5.1,5.0,0,0,946,1,1
65354,6.8,-5.4,5.0,0,0,944,1,1
65374,6.7,-5.5,5.2,0,0,945,1,1
65394,6.8,-5.4,5.2,0,0,945,1,1
65414,6.7,-5.4,4.9,0,0,944,1,1
65434,6.6,-5.3,4.9,0,0,945,1,1
65454,6.7,-5.5,4.9,0,0,946,1,1
65474,6.6,-5.9,5.2,0,0,945,1,1
65494,6.7,-6.7,6.2,0,0,949,1,1
65514,5.8,-8.1,10.5,0,0,944,1,1
65534,4.4,-9.5,15.6,0,0,945,1,1
65554,5.6,-8.2,12.3,0,0,948,1,1
65574,4.7,-6.8,5.9,0,0,946,1,1
65594,2.3,2.6,-6.7,0,0,946,1,1
65614,6.6,20.5,-27.0,0,0,947,1,1
65634,12.9,15.6,-27.5,0,0,945,1,1
65654,3.8,-12.8,-2.2,0,0,947,1,1
65674,-4.0,-22.2,15.0,0,0,947,1,1
65694,-4.3,-21.7,47.0,0,0,946,1,1
65714,1.9,-9.4,8.6,0,0,948,1,1
65734,-1.8,-2.9,1.1,0,0,945,1,1
65754,3.4,-1.0,-2.1,0,0,946,1,1
65774,7.3,-4.4,2.0,0,0,949,1,1
65794,10.1,-4.9,3.9,0,0,944,1,1
65814,10.5,-3.5,1.9,0,0,945,1,1
65834,9.3,-3.3,1.2,0,0,945,1,1
65854,7.6,-3.2,1.9,0,0,944,1,1
65874,7.4,-4.8,3.1,0,0,945,1,1
65894,7.0,-4.9,4.9,0,0,944,1,1
65914,6.5,-4.4,4.4,0,0,946,1,1
65934,6.4,-4.8,4.3,0,0,946,1,1
65954,6.3,-5.5,5.2,0,0,946,1,1
65974,6.7,-6.2,5.4,0,0,948,1,1
65994,7.3,-6.6,5.2,0,0,948,1,1
66014,7.7,-6.5,5.3,0,0,943,1,1
66034,7.9,-6.0,5.1,0,0,947,1,1
66054,8.2,-6.1,4.5,0,0,946,1,1
66074,7.7,-5.5,3.8,0,0,947,1,1
66094,7.5,-5.3,3.3,0,0,947,1,1
66114,7.0,-5.0,3.2,0,0,945,1,1
66134,6.6,-4.7,3.5,0,0,947,1,1
66154,6.5,-4.8,3.8,0,0,946,1,1
66174,6.7,-4.9,4.5,0,0,947,1,1
66194,6.8,-4.9,4.8,0,0,946,1,1
66214,7.0,-5.2,5.3,0,0,945,1,1
66234,7.1,-5.6,5.5,0,0,946,1,1
66254,7.0,-5.9,5.3,0,0,945,1,1
66274,6.5,-5.5,5.0,0,0,948,1,1
66294,6.3,-5.4,4.8,0,0,947,1,1
66314,6.2,-5.4,4.8,0,0,944,1,1
66334,6.6,-5.7,5.0,0,0,943,1,1
66354,6.9,-5.6,5.2,0,0,942,1,1
66374,7.0,-5.7,5.3,0,0,944,1,1
66394,7.0,-5.5,5.0,0,0,943,1,1
66414,7.0,-5.5,4.6,0,0,945,1,1
66434,6.8,-5.5,4.4,0,0,924,1,1
66454,6.8,-5.8,4.5,0,0,947,1,1
66474,6.7,-5.6,4.6,0,0,949,1,1
66494,6.3,-5.2,4.6,0,0,947,1,1
66514,6.4,-5.2,4.8,0,0,946,1,1
66534,6.8,-5.4,4.8,0,0,944,1,1
66554,6.8,-5.6,5.2,0,0,945,1,1
66574,7.0,-5.9,5.1,0,0,946,1,1
66594,6.9,-5.8,4.7,0,0,946,1,1
66614,6.7,-5.6,4.6,0,0,944,1,1
66634,6.6,-5.7,4.6,0,0,946,1,1
66654,6.5,-5.6,4.6,0,0,945,1,1
66674,6.6,-5.7,6.1,0,0,945,1,1
66694,6.7,-5.6,4.9,0,0,947,1,1
66714,6.7,-5.5,4.9,0,0,946,1,1
66734,6.7,-5.4,4.8,0,0,940,1,1
66754,6.9,-5.7,4.7,0,0,944,1,1
66774,6.9,-5.8,4.5,0,0,944,1,1
66794,6.7,-5.6,4.6,0,0,945,1,1
66814,6.7,-5.7,4.6,0,0,945,1,1
66834,6.5,-5.5,4.5,0,0,943,1,1
66854,6.6,-5.6,4.7,0,0,943,1,1
66874,6.7,-5.6,4.9,0,0,945,1,1
66894,6.8,-5.6,4.8,0,0,945,1,1
66914,6.8,-5.7,4.9,0,0,945,1,1
66934,6.7,-5.7,4.8,0,0,946,1,1
66954,6.8,-5.7,4.6,0,0,948,1,1
66974,6.7,-5.8,4.7,0,0,948,1,1
66994,6.6,-5.8,4.7,0,0,945,1,1
67014,6.5,-5.5,4.6,0,0,946,1,1
67034,6.6,-5.6,4.8,0,0,946,1,1
67054,6.8,-5.6,4.9,0,0,947,1,1
67074,6.8,-5.8,4.8,0,0,948,1,1
67094,6.9,-5.7,4.8,0,0,946,1,1
67114,6.8,-5.7,4.7,0,0,947,1,1
67134,6.6,-5.6,4.7,0,0,948,1,1
67154,6.6,-5.5,4.6,0,0,946,1,1
67174,6.5,-5.5,4.9,0,0,946,1,1
67194,6.5,-6.0,5.2,0,0,946,1,1
67214,6.3,-6.9,7.2,0,0,946,1,1
67234,5.4,-7.8,9.5,0,0,947,1,1
67254,6.9,-8.7,9.7,0,0,946,1,1
67274,7.8,-7.6,6.8,0,0,947,1,1
67294,8.2,-6.9,5.2,0,0,945,1,1
67314,7.4,-5.3,-1.5,0,0,945,1,1
67334,13.1,7.0,-19.6,0,0,945,1,1
67354,6.3,15.3,-27.1,0,0,943,1,1
67374,3.2,5.0,-12.2,0,0,946,1,1
67394,-2.9,-11.8,16.1,0,0,945,1,1
67414,-6.7,-19.8,41.2,0,0,947,1,1
67434,1.0,-17.2,33.0,0,0,949,1,1
67454,-2.2,-12.6,17.2,0,0,946,1,1
67474,-3.3,-7.3,8.8,0,0,946,1,1
67494,2.1,-1.5,1.2,0,0,947,1,1
67514,8.5,-1.6,-3.2,0,0,946,1,1
67534,10.7,-2.6,-3.6,0,0,945,1,1
67554,11.6,-3.1,-0.6,0,0,947,1,1
67574,9.3,-3.5,1.1,0,0,947,1,1
67594,8.5,-3.9,1.6,0,0,947,1,1
67614,7.4,-4.1,2.5,0,0,946,1,1
67634,6.5,-5.4,4.8,0,0,947,1,1
67654,5.7,-5.6,6.9,0,0,947,1,1
67674,5.4,-5.3,7.2,0,0,945,1,1
67694,5.5,-5.8,6.3,0,0,947,1,1
67714,6.0,-5.4,6.3,0,0,947,1,1
67734,6.7,-5.5,6.4,0,0,943,1,1
67754,7.3,-5.3,5.7,0,0,945,1,1
67774,7.9,-5.5,5.1,0,0,945,1,1
67794,8.2,-5.0,4.1,0,0,943,1,1
67814,8.0,-5.2,3.4,0,0,946,1,1
67834,7.1,-4.6,3.0,0,0,945,1,1
67854,7.0,-4.8,3.3,0,0,945,1,1
67874,6.7,-4.5,3.9,0,0,947,1,1
67894,6.6,-4.8,4.5,0,0,947,1,1
67914,6.9,-5.1,5.3,0,0,949,1,1
67934,7.1,-5.5,5.8,0,0,952,1,1
67954,7.3,-5.7,5.7,0,0,947,1,1
67974,7.1,-5.7,5.6,0,0,944,1,1
67994,6.9,-5.6,5.2,0,0,945,1,1
68014,6.6,-5.4,4.9,0,0,947,1,1
68034,6.6,-5.4,4.9,0,0,946,1,1
68054,6.6,-5.2,4.8,0,0,945,1,1
68074,6.6,-4.9,4.8,0,0,943,1,1
68094,7.0,-5.1,5.2,0,0,946,1,1
68114,7.3,-4.9,4.8,0,0,946,1,1
68134,7.4,-5.4,4.8,0,0,946,1,1
68154,7.3,-5.1,4.4,0,0,946,1,1
68174,6.9,-5.2,4.4,0,0,946,1,1
68194,6.8,-5.0,4.3,0,0,945,1,1
68214,6.8,-5.1,4.2,0,0,945,1,1
68234,6.7,-4.8,4.6,0,0,929,1,1
68254,7.0,-5.1,4.9,0,0,943,1,1
68274,7.0,-5.1,5.1,0,0,944,1,1
68294,7.3,-5.4,5.0,0,0,946,1,1
68314,7.3,-5.3,4.7,0,0,948,1,1
68334,7.0,-5.3,4.7,0,0,945,1,1
68354,7.0,-5.4,4.7,0,0,947,1,1
68374,6.8,-5.4,4.6,0,0,948,1,1
68394,6.8,-5.3,4.9,0,0,947,1,1
68414,6.8,-5.1,5.0,0,0,946,1,1
68434,6.9,-5.2,5.0,0,0,945,1,1
68454,7.0,-5.2,5.1,0,0,946,1,1
68474,7.0,-5.2,4.7,0,0,946,1,1
68494,7.2,-5.3,4.7,0,0,946,1,1
68514,7.0,-5.5,4.7,0,0,946,1,1
68534,6.9,-5.2,4.7,0,0,944,1,1
68554,6.9,-5.4,4.7,0,0,946,1,1
68574,6.7,-5.1,4.8,0,0,948,1,1
68594,6.9,-5.2,4.9,0,0,947,1,1
68614,7.0,-5.1,5.0,0,0,945,1,1
68634,6.9,-5.0,4.8,0,0,945,1,1
68654,7.2,-5.4,4.8,0,0,946,1,1
68674,7.2,-5.5,4.8,0,0,945,1,1
68694,7.0,-5.3,4.8,0,0,945,1,1
68714,6.8,-5.3,4.7,0,0,943,1,1
